"oem","model","network_technology","network_2g_bands","network_�","network_3g_bands","network_4g_bands","network_speed","launch_announced","launch_status","body_dimensions","body_weight","body_build","body_sim","body_�","display_type","display_size","display_resolution","display_protection","display_�","platform_os","platform_chipset","platform_cpu","platform_gpu","memory_card_slot","memory_internal","memory_�","main_camera_single","main_camera_features","main_camera_video","selfie_camera_single","selfie_camera_features","selfie_camera_video","sound_loudspeaker","sound_3.5mm_jack","comms_wlan","comms_bluetooth","comms_gps","comms_nfc","comms_radio","comms_usb","features_sensors","features_�","battery_�","battery_charging","misc_colors","misc_models","misc_sar","misc_sar_eu","misc_price","tests_loudspeaker","main_camera_triple","selfie_camera_dual","battery_talk_time","battery_music_play","tests_performance","tests_display","tests_camera","tests_audio_quality","tests_battery_life","main_camera_dual","camera_�","battery_stand-by","network_gprs","network_edge","network_5g_bands","main_camera_quad","sound_�","main_camera_five","comms_infrared_port","selfie_camera_�","memory_phonebook","memory_call_records","features_messaging","features_games","features_java","main_camera_�","selfie_camera_triple"
"Apple","iPad Air (2019)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 66 - A2123","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2153","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat16 1024/150 Mbps","2019, March 18","Available. Released 2019, March 18","250.6 x 174.1 x 6.1 mm (9.87 x 6.85 x 0.24 in)","456 g (Wi-Fi) / 464 g (3G/LTE) (1.01 lb)","Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","Stylus support (1st gen only)","IPS LCD capacitive touchscreen, 16M colors","10.5 inches, 341.4 cm (~78.3% screen-to-body ratio)","1668 x 2224 pixels, 4:3 ratio (~265 ppi density)","Scratch-resistant glass, oleophobic coating","True-tone","iOS 12.1.3, upgradable to iPadOS 13.4","Apple A12 Bionic (7 nm)","Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest)","Apple GPU (4-core graphics)","No","64GB 3GB RAM, 256GB 3GB RAM",,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF","HDR","1080p@30fps","7 MP, f/2.2, 31mm (standard)","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, EDR","Yes, with A-GPS, GLONASS (3G/LTE model only)",,"No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Po 8134 mAh battery (30.8 Wh)",,"Space Gray, Silver, Gold","A2153, A2123, A2154, A2152","1.19 W/kg (body)   �","0.99 W/kg (body)   �","About 550 EUR",,,,"Up to 10 h (multimedia)",,,,,,,,,,,,,,,,,,,,,,,,
"Apple","iPad mini (2019)","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 46, 66 - A2124","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2126","HSPA 42.2/5.76 Mbps, LTE-A (CA) Cat16 1024/150 Mbps","2019, March 18","Available. Released 2019, March 18","203.2 x 134.8 x 6.1 mm (8.0 x 5.31 x 0.24 in)","300.5 g (Wi-Fi) / 308.2 g (3G/LTE) (10.86 oz)","Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","Stylus support (1st gen only)","IPS LCD capacitive touchscreen, 16M colors","7.9 inches, 193.3 cm (~70.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~324 ppi density)","Scratch-resistant glass, oleophobic coating","True-tone","iOS 12.1.3, upgradable to iPadOS 13.4","Apple A12 Bionic (7 nm)","Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest)","Apple GPU (4-core graphics)","No","64GB 3GB RAM, 256GB 3GB RAM",,"8 MP, f/2.4, 32mm (standard), 1.12µm, AF","HDR","1080p@30fps","7 MP, f/2.2, 31mm (standard)","HDR","1080p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, EDR","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",,"No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Ion 5124 mAh battery (19.1 Wh)",,"Space Gray, Silver, Gold","A2126, A2124, A2133, A2125","1.19 W/kg (body)   �","0.99 W/kg (body)   �","About 450 EUR",,,,"Up to 10 h (multimedia)",,,,,,,,,,,,,,,,,,,,,,,,
"Apple","iPad Pro 12.9 (2018)","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 42, 46, 66, 71 - A1895","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2014","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, October","Available. Released 2018, November","280.6 x 214.9 x 5.9 mm (11.05 x 8.46 x 0.23 in)","631 g (Wi-Fi), 633 g (LTE) (1.39 lb)","Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","Stylus support (Bluetooth integration; magnetic)","IPS LCD capacitive touchscreen, 16M colors","12.9 inches, 515.3 cm (~85.4% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~265 ppi density)","Scratch-resistant glass, oleophobic coating","Wide color gamut  True-tone  120Hz refresh rate","iOS 12, upgradable to iPadOS 13.4","Apple A12X Bionic (7 nm)","Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest)","Apple GPU (7-core graphics)","No","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM",,"12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF","Quad-LED dual-tone flash, HDR","2160p@30/60fps, 1080p@30/60/120fps, 720p@240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR, panorama","1080p@30fps","Yes, with stereo speakers (4 speakers)","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wi‑Fi + Cellular model only)",,"No","3.1, Type-C 1.0 reversible connector; magnetic connector","Face ID, accelerometer, gyro, proximity, barometer","Siri natural language commands and dictation","Non-removable Li-Po 9720 mAh battery (36.71 Wh)","Power Bank/Reverse charging","Silver, Space Gray","A2014, A1895, A1876, A1983","1.19 W/kg (body)   �","0.99 W/kg (body)   �","About 1100 EUR","-22.1 LUFS (Excellent)",,,,,"AnTuTu: 552771 (v7)  GeekBench: 5040 (v4.4)  GFXBench: 39fps (ES 3.1 onscreen)",,,,,,,,,,,,,,,,,,,,,,
"Apple","iPad Pro 11 (2018)","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 42, 46, 66, 71 - A1934","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 11, 12, 13, 14, 17, 18, 19, 20, 21, 25, 26, 29, 30, 34, 38, 39, 40, 41, 46, 66, 71 - A2013","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, October","Available. Released 2018, November","247.6 x 178.5 x 5.9 mm (9.75 x 7.03 x 0.23 in)","468 g (1.03 lb)","Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","Stylus support (Bluetooth integration; magnetic)","IPS LCD capacitive touchscreen, 16M colors","11.0 inches, 366.5 cm (~82.9% screen-to-body ratio)","1668 x 2388 pixels (~265 ppi density)","Scratch-resistant glass, oleophobic coating","Wide color gamut  True-tone  120Hz refresh rate","iOS 12, upgradable to iPadOS 13.4","Apple A12X Bionic (7 nm)","Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest)","Apple GPU (7-core graphics)","No","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM, 1TB 6GB RAM",,"12 MP, f/1.8, 29mm (standard), 1/3"", 1.22µm, PDAF","Quad-LED dual-tone flash, HDR","2160p@30/60fps, 1080p@30/60/120fps, 720p@240fps","7 MP, f/2.2, 32mm (standard)","Face detection, HDR, panorama","1080p@30fps","Yes, with stereo speakers (4 speakers)","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wi‑Fi + Cellular model only)",,"No","3.1, Type-C 1.0 reversible connector; magnetic connector","Face ID, accelerometer, gyro, proximity, barometer","Siri natural language commands and dictation","Non-removable Li-Po 7812 mAh battery (29.45 Wh)","Power Bank/Reverse charging","Silver, Space Gray","A2013, A1934, A1980, A1979","1.19 W/kg (body)   �","0.99 W/kg (body)   �","About 880 EUR",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Apple","iPhone XS Max","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM) - for China","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66, 71 - A2104","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66 - A2101","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, September 12","Available. Released 2018, September 21","157.5 x 77.4 x 7.7 mm (6.20 x 3.05 x 0.30 in)","208 g (7.34 oz)","Glass front (Gorilla Glass), glass back (Gorilla Glass), stainless steel frame","Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","IP68 dust/water resistant (up to 2m for 30 mins)  Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED capacitive touchscreen, 16M colors","6.5 inches, 102.9 cm (~84.4% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)","Scratch-resistant glass, oleophobic coating","625 nits max brightness (advertised)  Dolby Vision  HDR10  Wide color gamut  3D Touch  True-tone  120Hz touch-sensing","iOS 12, upgradable to iOS 13.4","Apple A12 Bionic (7 nm)","Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest)","Apple GPU (4-core graphics)","No","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","NVMe",,"Quad-LED dual-tone flash, HDR (photo/panorama)","2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,"HDR","1080p@30/60fps, gyro-EIS","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","Yes","No","2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Ion 3174 mAh battery (12.08 Wh)","Fast charging 15W, 50% in 30 min (advertised)  USB Power Delivery 2.0  Qi wireless charging","Space Gray, Silver, Gold","A1921, A2101, A2102, A2104","1.16 W/kg (head)     1.17 W/kg (body)   �","0.99 W/kg (head)     0.99 W/kg (body)   �","$ 519.00 / € 891.09 / £ 529.99 / ₹ 73,999","Voice 70dB / Noise 74dB / Ring 84dB",,"7 MP, f/2.2, 32mm (standard)  SL 3D, (depth/biometrics sensor)","Up to 16 h (multimedia)","Up to 65 h","AnTuTu: 353210 (v7) GeekBench: 11432 (v4.4) GFXBench: 47fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 4.516 (sunlight)","Photo / Video","Noise -93.7dB / Crosstalk -82.8dB","Endurance rating 79h","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS  12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom",,,,,,,,,,,,,,,,,
"Apple","iPhone XS","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66, 71 - A1920, A2100","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 28, 29, 30, 32, 34, 38, 39, 40, 41, 46, 66 - A2097","HSPA 42.2/5.76 Mbps, LTE-A (4CA) Cat16 1024/150 Mbps, EV-DO Rev.A 3.1 Mbps","2018, September 12","Available. Released 2018, September 21","143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in)","177 g (6.24 oz)","Glass front (Gorilla Glass), glass back (Gorilla Glass), stainless steel frame","Nano-SIM, eSIM","IP68 dust/water resistant (up to 2m for 30 mins)  Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","Scratch-resistant glass, oleophobic coating","625 nits max brightness (advertised)  Dolby Vision  HDR10  Wide color gamut  3D Touch  True-tone  120Hz touch-sensing","iOS 12, upgradable to iOS 13.4","Apple A12 Bionic (7 nm)","Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest)","Apple GPU (4-core graphics)","No","64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM","NVMe",,"Quad-LED dual-tone flash, HDR (photo/panorama)","2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,"HDR","1080p@30/60fps, gyro-EIS","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","Yes","No","2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Ion 2658 mAh battery (10.13 Wh)","Fast charging 15W, 50% in 30 min (advertised)  USB Power Delivery 2.0  Qi wireless charging","Space Gray, Silver, Gold","A2097, A1920, A2100, A2098","1.19 W/kg (head)     1.18 W/kg (body)   �","0.99 W/kg (head)     0.99 W/kg (body)   �","$ 469.99 / € 545.00 / £ 599.00 / ₹ 62,999","Voice 71dB / Noise 75dB / Ring 78dB",,"7 MP, f/2.2, 32mm (standard)  SL 3D, (depth/biometrics sensor)","Up to 14 h (multimedia)","Up to 60 h","AnTuTu: 346379 (v7) GeekBench: 11472 (v4.4) GFXBench: 47fps (ES 3.1 onscreen)","Contrast ratio: Infinite (nominal), 5.171 (sunlight)","Photo / Video","Noise -93.7dB / Crosstalk -82.8dB","Endurance rating 72h","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, dual pixel PDAF, OIS  12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom",,,,,,,,,,,,,,,,,
"Apple","iPhone XR","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM) - for China","CDMA2000 1xEV-DO","HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 14, 17, 18, 19, 20, 25, 26, 29, 30, 32, 34, 38, 39, 40, 41, 66, 71","HSPA 42.2/5.76 Mbps, LTE-A, EV-DO Rev.A 3.1 Mbps","2018, September 12","Available. Released 2018, October 26","150.9 x 75.7 x 8.3 mm (5.94 x 2.98 x 0.33 in)","194 g (6.84 oz)","Glass front (Gorilla Glass), glass back (Gorilla Glass), aluminum frame (7000 series)","Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","IP67 dust/water resistant (up to 1m for 30 mins)  Apple Pay (Visa, MasterCard, AMEX certified)","Liquid Retina IPS LCD capacitive touchscreen, 16M colors","6.1 inches, 90.3 cm (~79.0% screen-to-body ratio)","828 x 1792 pixels, 19.5:9 ratio (~326 ppi density)","Scratch-resistant glass, oleophobic coating","625 nits max brightness (advertised)  True-tone  Wide color gamut  120Hz touch-sensing","iOS 12, upgradable to iOS 13.4","Apple A12 Bionic (7 nm)","Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest)","Apple GPU (4-core graphics)","No","64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM","NVMe","12 MP, f/1.8, 26mm (wide), 1/2.55"", 1.4µm, PDAF, OIS","Quad-LED dual-tone flash, HDR (photo/panorama)","2160p@24/30/60fps, 1080p@30/60/120/240fps, HDR, stereo sound rec.",,"HDR","1080p@60fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","Yes","No","2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Ion 2942 mAh battery (11.16 Wh)","Fast charging 15W, 50% in 30 min (advertised)  USB Power Delivery 2.0  Qi wireless charging","Black, Red, Yellow, Blue, Coral, White","A2105, A1984, A2107, A2108, A2106","1.13 W/kg (head)     1.16 W/kg (body)   �","0.99 W/kg (head)     0.99 W/kg (body)   �","$ 439.95 / € 506.51 / £ 549.00 / ₹ 48,799",,,"7 MP, f/2.2, 32mm (standard)  SL 3D, (depth/biometrics sensor)","Up to 16 h (multimedia)","Up to 65 h","AnTuTu: 341196 (v7), 422465 (v8) GeekBench: 11437 (v4.4), 2690 (v5.1) GFXBench: 58fps (ES 3.1 onscreen)",,,,"Endurance rating 78h",,,,,,,,,,,,,,,,,,
"Apple","Watch Series 4","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","1, 3, 39, 40, 41 - China","HSDPA 850 / 900 / 2100 / 800 - Europe, Australia","1, 3, 5, 7, 8, 18, 19, 20, 26 - Europe, Australia","HSPA, LTE","2018, September","Available. Released 2018, September","44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in)","48 g (1.69 oz)","Glass front (Sapphire crystal), ceramic/sapphire crystal back, stainless steel frame","eSIM","50m water resistant  ECG certified (region dependent SW application; HW available on all models)","LTPO OLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm (~60.0% screen-to-body ratio)","448 x 368 pixels (~326 ppi density)","Sapphire crystal glass","3D Touch display  1000 nits max brightness (advertised)","watchOS 5.0, upgradable to 6.2","Apple S4","Dual-core","PowerVR","No","16GB",,,,,,,,"Yes","No","Wi-Fi 802.11 b/g/n","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","Yes","No","No","Accelerometer, gyro, heart rate (2nd gen), barometer","Natural language commands and dictation (talking mode)","Non-removable Li-Ion battery","Wireless charging","Space Black, Silver, Gold","A1975, A1976, A2007, A2008",,,"About 700 EUR",,,,,,,,,,,,"No","Up to 18 h (mixed usage)",,,,,,,,,,,,,,,
"Apple","Watch Series 4 Aluminum","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900","1, 3, 39, 40, 41 - China","HSDPA 850 / 900 / 2100 / 800 - Europe, Australia","1, 3, 5, 7, 8, 18, 19, 20, 26 - Europe, Australia","HSPA, LTE","2018, September","Available. Released 2018, September","44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in)","36.7 g (1.31 oz)","Glass front, ceramic/sapphire crystal back, aluminum frame","eSIM","50m water resistant  ECG certified (region dependent SW application; HW available on all models)","LTPO OLED capacitive touchscreen, 16M colors","1.78 inches, 10.0 cm (~60.0% screen-to-body ratio)","448 x 368 pixels (~326 ppi density)","Ion-X strengthened glass","3D Touch display  1000 nits max brightness (advertised)","watchOS 5.0, upgradable to 6.2","Apple S4","Dual-core","PowerVR","No","16GB",,,,,,,,"Yes","No","Wi-Fi 802.11 b/g/n","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","Yes","No","No","Accelerometer, gyro, heart rate (2nd gen), barometer","Natural language commands and dictation (talking mode)","Non-removable Li-Ion 292 mAh battery (1.12 Wh)","Wireless charging","Silver, Gold, Space Gray","A1975, A1976, A2007, A2008, A1977, A1978",,,"About 430 EUR",,,,,,,,,,,,"No","Up to 18 h (mixed usage)",,,,,,,,,,,,,,,
"Apple","iPad 9.7 (2018)","GSM / CDMA / HSPA / EVDO / LTE","GSM 850 / 900 / 1800 / 1900","CDMA2000 1xEV-DO","HSDPA 800 / 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 27, 28, 29, 30, 38, 39, 40, 41 - A1954","HSPA 42.2/5.76 Mbps, LTE-A Cat6 300/50 Mbps, EV-DO Rev.A 3.1 Mbps","2018, March 27","Available. Released 2018, March 27","240 x 169.5 x 7.5 mm (9.45 x 6.67 x 0.30 in)","469 g (Wi-Fi) / 478 g (LTE) (1.05 lb)","Glass front, aluminum back, aluminum frame","Nano-SIM, eSIM","Stylus support (1st gen only)","IPS LCD capacitive touchscreen, 16M colors","9.7 inches, 291.4 cm (~71.6% screen-to-body ratio)","1536 x 2048 pixels, 4:3 ratio (~264 ppi density)","Scratch-resistant glass, oleophobic coating",,"iOS 11.3, upgradable to iPadOS 13.4","Apple A10 Fusion (16 nm)","Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr)","PowerVR Series7XT Plus (six-core graphics)","No","32GB 2GB RAM, 128GB 2GB RAM",,"8 MP, f/2.4, 31mm (standard), 1.12µm, AF","HDR","1080p@30fps, 720p@120fps, HDR, stereo sound rec.","1.2 MP, f/2.2, 31mm (standard)","Face detection, HDR, panorama","720p@30fps","Yes, with stereo speakers","Yes","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS (Wi‑Fi + Cellular model only)",,"No","2.0, proprietary reversible connector","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Po 8827 mAh battery (32.9 Wh)",,"Silver, Gold, Space Gray","A1893, A1954","1.18 W/kg (body)   �","0.99 W/kg (body)   �","About 350 EUR",,,,"Up to 10 h (multimedia)",,,,,,,,,,,,,,,,,,,,,,,,
"Apple","iPhone X","GSM / HSPA / LTE","GSM 850 / 900 / 1800 / 1900",,"HSDPA 850 / 900 / 1700(AWS) / 1900 / 2100","1, 2, 3, 4, 5, 7, 8, 12, 13, 17, 18, 19, 20, 25, 26, 28, 29, 30, 34, 38, 39, 40, 41, 66","HSPA 42.2/5.76 Mbps, LTE-A (3CA) Cat12 600/150 Mbps, EV-DO Rev.A 3.1 Mbps","2017, September 12","Available. Released 2017, November 3","143.6 x 70.9 x 7.7 mm (5.65 x 2.79 x 0.30 in)","174 g (6.14 oz)","Glass front (Gorilla Glass), glass back (Gorilla Glass), stainless steel frame","Nano-SIM","IP67 dust/water resistant (up to 1m for 30 mins)  Apple Pay (Visa, MasterCard, AMEX certified)","Super Retina OLED capacitive touchscreen, 16M colors","5.8 inches, 84.4 cm (~82.9% screen-to-body ratio)","1125 x 2436 pixels, 19.5:9 ratio (~458 ppi density)","Scratch-resistant glass, oleophobic coating","625 nits max brightness (advertised)  Dolby Vision  HDR10  Wide color gamut  3D Touch  True-tone  120Hz touch-sensing","iOS 11.1.1, upgradable to iOS 13.4","Apple A11 Bionic (10 nm)","Hexa-core 2.39 GHz (2x Monsoon + 4x Mistral)","Apple GPU (three-core graphics)","No","64GB 3GB RAM, 256GB 3GB RAM","NVMe",,"Quad-LED dual-tone flash, HDR (photo/panorama), panorama, HDR","2160p@24/30/60fps, 1080p@30/60/120/240fps",,"HDR","1080p@30fps","Yes, with stereo speakers","No","Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS","Yes","No","2.0, proprietary reversible connector","Face ID, accelerometer, gyro, proximity, compass, barometer","Siri natural language commands and dictation","Non-removable Li-Ion 2716 mAh battery (10.35 Wh)","Fast charging 15W, 50% in 30 min (advertised)  USB Power Delivery 2.0  Qi wireless charging","Space Gray, Silver","A1865, A1901, A1902, A1903","1.09 W/kg (head)     1.17 W/kg (body)   �",,"$ 429.99 / € 454.99 / £ 479.00 / ₹ 69,999","Voice 68dB / Noise 74dB / Ring 76dB",,"7 MP, f/2.2, 32mm (standard)  SL 3D, (depth/biometrics sensor)","Up to 21 h (3G)","Up to 60 h","AnTuTu: 233100 (v7) GeekBench: 10215 (v4.4) GFXBench: 28fps (ES 3.1 onscreen)","Contrast ratio: Infinity (nominal), 5.013 (sunlight)","Photo / Video","Noise -93.7dB / Crosstalk -82.8dB","Endurance rating 74h","12 MP, f/1.8, 28mm (wide), 1/3"", 1.22µm, dual pixel PDAF, OIS  12 MP, f/2.4, 52mm (telephoto), 1/3.4"", 1.0µm, PDAF, OIS, 2x optical zoom",,,,,,,,,,,,,,,,,
